epochs,octoFlash (r),octoFlash (w),octoFlash (r+w),octoFlash (r cycles),octoFlash (w cycles),octoFlash (cycles),hyperRAM (r),hyperRAM (w),hyperRAM (r+w),hyperRAM (r cycles),hyperRAM (w cycles),hyperRAM (cycles),npuRAM6 (r),npuRAM6 (w),npuRAM6 (r+w),npuRAM6 (r cycles),npuRAM6 (w cycles),npuRAM6 (cycles),cpuRAM2 (r),cpuRAM2 (w),cpuRAM2 (r+w),cpuRAM2 (r cycles),cpuRAM2 (w cycles),cpuRAM2 (cycles),flexMEM (r),flexMEM (w),flexMEM (r+w),flexMEM (r cycles),flexMEM (w cycles),flexMEM (cycles),cpuRAM1 (r),cpuRAM1 (w),cpuRAM1 (r+w),cpuRAM1 (r cycles),cpuRAM1 (w cycles),cpuRAM1 (cycles),bus port 1 (r),bus port 1 (w),bus port 0 (r),bus port 0 (w),epoch OPS,epoch OPS vs total %,epoch compute (cyles),epoch compute (cyles) vs Tot %,max (cycles),max (cycles) vs Tot %,epoch average ATON power (mW),epoch average ATON power vs Tot %,epoch average memory power (mW),epoch average memory power vs Tot %
485 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
486 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
487 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
488 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
489 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,256,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
490 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
491 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
492 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,76800,0,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
493 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,51200,26368,51200,460800,0.000104873,25600,0.000657646,38000,0.000413523,45.2147,0.000696466,45.093,0.000355697
494 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307200,0,270336,76800,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
495 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
496 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,25600,230400,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
497 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
498 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,25600,768,51200,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
499 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
500 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
501 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
502 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
503 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,25600,768,51200,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
504 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
505 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
506 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
507 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
508 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
509 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
510 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
511 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
512 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
513 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
514 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,102400,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
515 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
516 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
517 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
518 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,256,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
519 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
520 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
521 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
522 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52736,25600,768,76800,460800,0.000104873,25600,0.000657646,38000,0.000413523,45.2147,0.000696466,45.093,0.000355697
523 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321536,25600,256000,51200,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
524 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
525 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230400,25600,270336,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
526 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
527 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
528 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
529 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
530 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
531 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
532 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
533 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,102400,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
534 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
535 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
536 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
537 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26368,25600,1536,51200,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
538 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
539 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
540 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
541 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
542 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26368,25600,1536,51200,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
543 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
544 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
545 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
546 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
547 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,256,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
548 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
549 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
550 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,76800,0,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
551 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26368,51200,27136,51200,460800,0.000104873,25600,0.000657646,38000,0.000413523,45.2147,0.000696466,45.093,0.000355697
552 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000,51200,321536,25600,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
553 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
554 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,25600,230400,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
555 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
556 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
557 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,102400,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
558 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
559 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
560 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
561 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
562 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
563 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
564 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
565 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
566 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,25600,768,51200,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
567 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,102400,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
568 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
569 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
570 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
571 ,2304,0,2304,13824,0,13824,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,27136,25600,460800,0.000104873,25600,0.000657646,25600,0.000278584,32.1632,0.000495428,36.394,0.000287079
572 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
573 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
574 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
575 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
576 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,256,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
577 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
578 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
579 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,76800,0,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
