epochs,octoFlash (r),octoFlash (w),octoFlash (r+w),octoFlash (r cycles),octoFlash (w cycles),octoFlash (cycles),hyperRAM (r),hyperRAM (w),hyperRAM (r+w),hyperRAM (r cycles),hyperRAM (w cycles),hyperRAM (cycles),npuRAM6 (r),npuRAM6 (w),npuRAM6 (r+w),npuRAM6 (r cycles),npuRAM6 (w cycles),npuRAM6 (cycles),cpuRAM2 (r),cpuRAM2 (w),cpuRAM2 (r+w),cpuRAM2 (r cycles),cpuRAM2 (w cycles),cpuRAM2 (cycles),flexMEM (r),flexMEM (w),flexMEM (r+w),flexMEM (r cycles),flexMEM (w cycles),flexMEM (cycles),cpuRAM1 (r),cpuRAM1 (w),cpuRAM1 (r+w),cpuRAM1 (r cycles),cpuRAM1 (w cycles),cpuRAM1 (cycles),bus port 1 (r),bus port 1 (w),bus port 0 (r),bus port 0 (w),epoch OPS,epoch OPS vs total %,epoch compute (cyles),epoch compute (cyles) vs Tot %,max (cycles),max (cycles) vs Tot %,epoch average ATON power (mW),epoch average ATON power vs Tot %,epoch average memory power (mW),epoch average memory power vs Tot %
195 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,204800,16000,128000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,102400,0,0,0,0,128000,0.00139292,0,0.000923809,0,0.000274473
196 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,102400,102400,204800,32000,32000,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,3072,102400,2560000,0.00058263,102400,0.00263058,102400,0.00111434,24.4417,0.00150596,15.299,0.000482719
197 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,1638400,102400,1740800,57152,16000,73152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884736,0,819200,102400,52531200,0.0119556,273067,0.0070149,393216,0.00427905,44.1932,0.00726115,82.7892,0.00696585
198 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,204800,128000,16000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,0,0,0,0,0,128000,0.00139292,0,0.000923809,0,0.000274473
199 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,204800,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,0,0,0,102400,0.00263058,102400,0.00111434,5.2739,0.000324947,8.699,0.000274473
200 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,204800,16000,128000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,0,0,0,0,0,128000,0.00139292,0,0.000923809,0,0.000274473
201 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,102400,51200,153600,64000,16000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,51200,102400,0,1280000,0.000291315,51200,0.00131529,64000,0.00069646,38.2864,0.00117949,26.6505,0.000420442
202 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
203 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
204 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,256,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
205 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
206 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
207 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
208 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
209 ,68608,0,68608,149502,0,149502,0,0,0,0,0,0,870400,102400,972800,47776,24000,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529408,0,409600,102400,27545600,0.0062691,136534,0.00350746,411648,0.00447963,59.414,0.00488102,143.801,0.00604969
210 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526336,0,409600,102400,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
211 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
212 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
213 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
214 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54272,0,0,51200,1280000,0.000291315,51200,0.00131529,51200,0.000557168,26.3609,0.000812102,21.899,0.000345482
215 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
216 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
217 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
218 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
219 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,54272,0,1280000,0.000291315,51200,0.00131529,51200,0.000557168,26.3609,0.000812102,21.899,0.000345482
220 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
221 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
222 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
223 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
224 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,51200,51200,0,1280000,0.000291315,51200,0.00131529,51200,0.000557168,26.3609,0.000812102,21.899,0.000345482
225 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
226 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
227 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
228 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
229 ,3072,0,3072,18432,0,18432,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,3072,51200,1280000,0.000291315,51200,0.00131529,51200,0.000557168,26.3609,0.000812102,21.899,0.000345482
230 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
231 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
232 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,51200,0,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
233 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
234 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
235 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
236 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
237 ,70656,0,70656,161790,0,161790,0,0,0,0,0,0,870400,102400,972800,47776,24000,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,51200,480256,51200,28364800,0.00645554,136534,0.00350746,423936,0.00461335,61.5258,0.00505451,147.101,0.00618852
238 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,51200,475136,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
239 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
240 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
241 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
242 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
243 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
244 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
245 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
246 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
247 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56320,0,0,51200,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
248 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
249 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
250 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
251 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
252 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
253 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
254 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
255 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
256 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
257 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
258 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
259 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
260 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,256,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
261 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
262 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
263 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
264 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
265 ,70656,0,70656,161790,0,161790,0,0,0,0,0,0,870400,102400,972800,47776,24000,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531456,0,409600,102400,28364800,0.00645554,136534,0.00350746,423936,0.00461335,61.5258,0.00505451,147.101,0.00618852
266 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,51200,460800,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
267 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
268 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
269 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
270 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,5120,51200,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
271 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
272 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
273 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
274 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
275 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,56320,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
276 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
277 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
278 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
279 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
280 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
281 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
282 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
283 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
284 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
285 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
286 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
287 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
288 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,256,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
289 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
290 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
291 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
292 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
